id,user,fecha,tweet,noticia,pais,miedo,ira,expectante,confianza,sorpresa,tristeza,repulsion,alegria,depresion,positivo,negativo,emociones,polaridad,palabra,emocion,puntuacion,emocion2
4344,El Puma,2020-12-14 23:49:09,Pensé que era covid pero era ansiedad,Navidad,Mexico,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4350,Karen,2020-12-14 23:13:04,"Vuelta loca y con ansiedad jajaja, pero sin covid ",Navidad,Mexico,2,2,1,0,0,2,0,0,0,0,2,"['miedo', 'ira', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4351,𝐘𝐚𝐦𝐢𝐢 𝐆𝐨𝐧𝐳á𝐥𝐞𝐳,2020-12-14 23:06:51,"Otra semana de estrés, de nervios, ansiedad, sino muero de covid, me matan los finales. ",Navidad,Argentina,1,1,1,0,0,1,0,0,0,0,2,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4354,La 2,2020-12-14 22:30:19,"¿Te está costando relacionarte con otras personas desde que empezó la pandemia? ¿Tienes miedo a hablar en público?  ¡
@Patri_Psicologa
 te da seis consejos en 
@ParaTodosLa2TVE
 para acabar con la ansiedad social por Covid! https://rtve.es/television/20201214/rebajar-ansiedad-social-covid/2060021.shtml?utm_medium=Social&utm_source=Twitter#Echobox=1607954168…",Navidad,España,3,1,3,0,1,2,0,0,0,2,3,"['miedo', 'expectante']",negativo,miedo,miedo,0.828,miedo
4355,María José Zabala,2020-12-14 22:27:28,"l “Existe una gran amenaza a nuestra salud mental... el Covid-19 ha creado una alta carga de ansiedad y estrés en las personas porque no vemos el desafío que estamos enfrentando” afirma Rodrigo Henríquez 
@docmundele
, Epidemiólogo UDLA #EnPrimeraLineaCovid19.",Navidad,España,3,3,1,0,0,1,1,0,0,0,5,"['miedo', 'ira']",negativo,amenaza,ira,0.742,ira
4357,Spooky Ángel,2020-12-14 21:52:07,"Yo era tipo:
Y si tiene covid? Y si se muere? Y si nos contagio a todos ? Y SI TODOS NOS MORIMOS? Y QUIÉN VA A CUIDAR DE MI PERRO??? 

LA ANSIEDAD ES UNA PERRA",Navidad,Colombia,1,0,1,1,0,0,1,1,0,1,1,"['miedo', 'expectante', 'confianza', 'repulsion', 'alegria']",neutro,contagio,repulsion,0.719,repulsion
4358,Spooky Ángel,2020-12-14 21:47:53,"Resulta que mi papá medio de enfermo y sus síntomas eran parecidos a los del covid y yo con mi ansiedad llame pa que vinieran a hacernos la prueba y ya viene esa gente, me van a violar ",Navidad,Colombia,2,2,1,1,0,2,1,0,0,0,2,"['miedo', 'ira', 'tristeza']",negativo,enfermo,repulsion,0.797,repulsion
4366,Heidy Reinel,2020-12-14 19:30:20,Ver tanta noticia sobre el covid me tiene artaaaaaaa ya las ignoro  eso me da dolor de cabeza y ansiedad,Navidad,Panama,2,1,1,0,0,2,0,0,0,0,2,"['miedo', 'tristeza']",negativo,dolor,tristeza,0.859,tristeza
4367,Lucero Calderón,2020-12-14 19:16:26,"Después de escribir, de atender al chamaco y en el inter de empezar una entrevista, pues me pongo a darle duro y tupido... A sacar la ansiedad en los tiempos del covid.",Navidad,Mexico,1,1,1,0,0,1,0,0,0,0,2,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4368,Manucha,2020-12-14 19:09:25,"El 2020: covid, crisis sanitaria, crisis económica, aislamiento social, ansiedad, incertidumbre, muerte, destrucción
Yo: la estoy pasando como el orto
La gente: es que el ECLIPSEEEñññ",Navidad,Argentina,2,3,2,0,1,3,1,0,0,0,6,"['ira', 'tristeza']",negativo,muerte,tristeza,0.915,tristeza
4369,Pildorasdefe,2020-12-14 18:38:57,https://bit.ly/3qZp38i - Papa Francisco a los artistas: En medio de la ansiedad provocada por la pandemia de covid-19 su creatividad puede ser una fuente de luz para otros.,Navidad,Venezuela,2,1,1,0,0,2,0,0,0,0,2,"['miedo', 'tristeza']",negativo,pandemia,tristeza,0.75,tristeza
4370,vi,2020-12-14 18:38:07,"TEMA COVID

1) hago vida normal atr
2) me cuido y veo gente que también se cuida
3) ver gente me da ansiedad xd",Navidad,Venezuela,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4371,Nadia Paredes (she/her),2020-12-14 17:24:07,The daily struggle: me falta el aire por el covid o por mi ansiedad????,Navidad,Venezuela,2,2,1,0,0,1,1,0,0,0,2,"['miedo', 'ira']",negativo,falta,repulsion,0.734,repulsion
4372,La Crónica Jalisco,2020-12-14 16:40:03,"""Nuestros médicos están cansados, padecen ansiedad y miedo, a muchos de ellos les pagan mal. En México la muerte de médicos por Covid-19 es 18 veces mayor al promedio internacional"", escribe este lunes en #SociedadYPoder Raúl Trejo Delarbre 
@ciberfan",Navidad,Mexico,3,2,3,0,2,3,1,0,0,0,4,"['miedo', 'expectante', 'tristeza']",negativo,muerte,tristeza,0.915,tristeza
4373,La 2,2020-12-14 16:34:55," @Patri_Psicologa
 te ayuda a superar los miedos. A superar la mascarilla, el asilamiento... a la hora de relacionarte con otras personas ¡Mira sus seis consejos en 
@ParaTodosLa2TVE
 para acabar con la ansiedad social por Covid! https://rtve.es/television/20201214/rebajar-ansiedad-social-covid/2060021.shtml?utm_medium=Social&utm_source=Twitter#Echobox=1607954056…",Navidad,España,1,1,2,0,0,1,0,0,0,1,1,['expectante'],neutro,ansiedad,expectante,0.609,expectante
4378,Papel,2020-12-14 14:00:41,"No teneis ni medio protocolo para el covid, vais a tener uno para los ataques de ansiedad NO TE LO CREES NI TU, BONITA",Navidad,España,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4380,RTVE,2020-12-14 13:36:35,"¿Cómo controlar la ansiedad al relacionarnos con los demás en tiempos de pandemia? 

6 consejos de 
@Patri_Psicologa
 en 
@ParaTodosLa2TVE
 para rebajar la ansiedad social en tiempos de Covid

https://rtve.es/television/20201214/rebajar-ansiedad-social-covid/2060021.shtml…",Navidad,España,3,2,2,0,0,3,0,0,0,0,3,"['miedo', 'tristeza']",negativo,pandemia,tristeza,0.75,tristeza
4382,Rene Chinchilla,2020-12-14 13:21:20,Lo peor del COVID son los efectos secundarios que te quedan :(.. qué ansiedad más horrible,Navidad,Honduras,3,2,1,0,0,3,1,0,0,0,3,"['miedo', 'tristeza']",negativo,horrible,miedo,0.836,miedo
4385,Ele,2020-12-14 10:36:19,"Puto covid joder a la personita q más quiero, espero q no le pase nada, q siga sin sintomas por favorq ansiedad joder, maldito 2020!!",Navidad,España,1,1,1,0,0,2,0,0,1,0,3,['tristeza'],negativo,maldito,ira,0.906,ira
4386,Danyl Carreño,2020-12-14 10:27:36,"El confinamiento al que ha sido sometida la población general en muchos países durante la pandemia de la COVID ha sido la causa de un impacto psicológico negativo muy importante, aumentando las tasas de síndrome de ansiedad generalizada, estrés y problemas del sueño.",Navidad,Chile,3,2,1,2,0,5,0,0,0,3,6,['tristeza'],negativo,pandemia,tristeza,0.75,tristeza
4387,Antonio Hedilla,2020-12-14 10:17:19,"""España es una sociedad medicada, y no lo digo ahora por el covid-19. Todo el mundo consume sistemáticamente cosas para poder dormir, para aguantar el ritmo, para no caerse de depresión o de ansiedad. Es una sociedad que está en una situación de mucho dolor psíquico. (...)",Navidad,España,3,1,2,0,0,4,1,0,0,1,4,['tristeza'],negativo,depresión,tristeza,0.925,tristeza
4389,Auxi,2020-12-14 09:10:18,Mira de verdad que puta ansiedad con el puto covid joder,Navidad,España,1,1,1,1,0,1,1,0,0,1,2,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza', 'repulsion']",negativo,puta,repulsion,0.766,repulsion
4390,anna (SPOOKY SEASON ),2020-12-14 09:06:45,suerte que no tengo la covid porque con la de veces que me da ansiedad y me tengo que quitar la mascarilla ya habría contagiado a 50 personas :'),Navidad,España,2,1,2,0,1,1,1,1,0,1,2,"['miedo', 'expectante']",negativo,ansiedad,miedo,0.594,miedo
4391,Medscape ES,2020-12-14 09:00:00,"La pandemia de COVID-19 ha afectado la salud mental de los trabajadores de la salud. Una encuesta realizada en Argentina revela que, ante la depresión, la ansiedad y el estrés, 40% de participantes optó por meditar o hacer ejercicio.",Navidad,España,2,1,1,1,0,3,0,0,0,1,4,['tristeza'],negativo,depresión,tristeza,0.925,tristeza
4393,cass,2020-12-14 05:23:29,Si no me muero de covid me voy a morir de estrés y ansiedad nmmen,Navidad,Mexico,1,1,1,0,0,1,0,0,0,0,2,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4394,Náthy Chinchilla,2020-12-14 04:57:37,"Cada día crece más mi ansiedad de ver a el 90% de las personas que les vale el covid, andan sin mascarilla y lo que peor me cae es que por ley se quieren ir a poner casi encima de los que si se están cuidando, uno sale huyendo y allí van detrás que coraje de verdad",Navidad,Mexico,2,1,1,3,0,2,0,0,0,1,2,['confianza'],negativo,ansiedad,miedo,0.594,miedo
4402,Vαleɴтιɴα Deмαrтιɴ,2020-12-14 02:47:27,Fa me da ansiedad ver a personas amontonadas y sin barbijos en las peliculas hasta q se doy cuenta q ahí todavia no habia covid,Navidad,Mexico,1,1,1,1,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4403,Noticias Super,2020-12-14 02:31:22,"En Bogotá, el COVID-19 ha añadido al hogar miedo, estrés y ansiedad - https://noticiassuper.com/2020/12/14/en-bogota-el-covid-19-ha-anadido-al-hogar-miedo-estres-y-ansiedad/… 
@MariaClaraName",Navidad,Colombia,2,1,2,0,1,1,0,0,0,1,3,"['miedo', 'expectante']",negativo,miedo,miedo,0.828,miedo
4404,Juan Bautista,2020-12-14 02:13:39,"Me mata la ansiedad de saber que tengo dos hijas que trabajan en hospitales y en cualquier descuido pueden contraer el COVID-19.
Una es médica geriatra y la otra es odontóloga cirujana máxilo-facial en Trauma.
¿Y cómo deben estar ellas; que deben volver junto a sus familias?",Navidad,Colombia,1,2,1,0,0,1,1,0,0,0,2,['ira'],negativo,ansiedad,miedo,0.594,miedo
4408,Revista Semana,2020-12-14 00:47:02,"#AJBalvinLeDigo | ""Mi experiencia con el covid fue muy muy fuerte, yo me atrevo a decir que es el problema de salud más fuerte que he tenido en mi vida, sacando obviamente la ansiedad y la depresión"": 
@JBALVIN
EN VIVO: http://bit.ly/3a9NIB0",Navidad,Colombia,2,1,1,0,0,5,2,0,0,0,5,['tristeza'],negativo,depresión,tristeza,0.925,tristeza
4409,J. Eduardo Ochoa J.,2020-12-14 00:35:43,Pandemia del COVID-19 aumentó 30 por ciento los casos de depresión o ansiedad – Diario Sin Secretos...,Navidad,Mexico,1,1,1,0,0,2,0,0,0,0,2,['tristeza'],negativo,depresión,tristeza,0.925,tristeza
4411,valentina,2020-12-14 00:22:53,533 casos covid o subidón de ansiedad they’re the same picture,Navidad,Uruguay,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4413,‹3 lau,2020-12-13 23:50:51,Sisi JWJEJW una chavala en ig ay la ansiedad por el covid y un poquito de exámenes (cuando su vida es happyflower pq la he conocido) me ha hecho recapacitar sobre la vida y lo he pasado agobiada osea ansiedad y yo  sisss,Navidad,España,2,2,2,1,0,3,0,0,0,1,3,['tristeza'],negativo,ansiedad,miedo,0.594,miedo
4414,Mari,2020-12-13 23:23:53,Marica llevo como 4 dias con hambre por más de que coma y coma es esto covid ? Embarazo? Ansiedad? Ajjaja,Navidad,Colombia,2,0,0,0,0,2,0,0,0,0,2,"['miedo', 'tristeza']",negativo,coma,miedo,0.656,miedo
4415,Ricky,2020-12-13 23:00:21,"Al final no se si este fue un gran año para los anti vacunas o no. Por un lado la abrumadora ansiedad de gran parte del planeta por la aplicación de las de COVID acalló a su ala new age/green and friendly, pero por otra parte sumaron mucho adepto zombie conspiranoico por derecha.",Navidad,Argentina,1,1,1,0,0,1,0,0,0,1,2,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4416,José Pierce,2020-12-13 22:53:55,"Lo peor del covid no son los síntomas, es el miedo y la incertidumbre que genera, más en un país sin claridad en sus prioridades. Esta incertidumbre me crea más ansiedad que la misma posibilidad de contraer la enfermedad ",Navidad,Panama,4,1,3,0,1,3,1,0,0,1,4,['miedo'],negativo,miedo,miedo,0.828,miedo
4419,G,2020-12-13 22:28:57,"Esa pinché ansiedad COVID, no puedo ver una serie y que pase alguna escena de mucha gente junta o divirtiéndose en lugares cerrados sin que me entre el cosquilleo en el cuerpo y pensar mil veces PORQUE NADIE TRAE SU CUBREBOCAS !!!!??? #rip #covidlife #trauma",Navidad,Mexico,2,1,1,1,0,2,1,0,0,0,3,"['miedo', 'tristeza']",negativo,cuerpo,repulsion,0.795,repulsion
4421,Grupo Médico Carracci,2020-12-13 21:37:02,"1 de cada 5 personas diagnosticadas con COVID-19 se le diagnostica un trastorno psiquiátrico como ansiedad, depresión o insomnio dentro de tres meses, de acuerdo a lo publicado en Lancet Psiquiatry.",Navidad,Mexico,2,1,2,1,1,2,0,1,0,1,3,"['miedo', 'expectante', 'tristeza']",negativo,depresión,tristeza,0.925,tristeza
4424,Ana Lau,2020-12-13 19:51:55,"Salud mental, igual de importante que la física.
Nos salvamos de #Covid_19 pero y los suicidios por ansiedad, ira, depresión???",Navidad,Mexico,2,2,1,1,0,2,0,0,0,2,3,"['miedo', 'ira', 'tristeza']",negativo,depresión,tristeza,0.925,tristeza
4426,Salud Mental,2020-12-13 19:36:15,Cada vez son más la evidencias de que los sanitarios sufren ansiedad y se sienten emocionalmente agotados tras la primera oleada de atención hospitalaria por la COVID-19,Navidad,España,1,1,1,0,1,1,0,0,0,1,1,"['miedo', 'ira', 'expectante', 'sorpresa', 'tristeza']",neutro,oleada,sorpresa,0.703,sorpresa
4429,Espiritualidad Y Sobriedad,2020-12-13 18:30:06,"La cuarentena ha puesto a prueba a muchas personas, desafortunadamente cuando todo pase habrá nuevos adictos y recaídos, los cuales encontraron en el consumo de drogas un escape a su estrés y ansiedad generados por el encierro y por  la #COVID-19.  http://bit.ly/36IR8ZM",Navidad,Mexico,2,1,1,1,0,1,1,0,1,0,3,['miedo'],negativo,ansiedad,miedo,0.594,miedo
4431,Pildorasdefe,2020-12-13 17:53:04,https://bit.ly/OCOVID19 - Reza junto a nosotros la oración por el coronavirus para erradicar la pandemia covid del mundo. Una oración de fuerza contra la pandemia covid-19.  Dios puede darnos paz y salud y quitarnos la ansiedad en medio de esta pandemia que nos llena de ansiedad,Navidad,Venezuela,6,3,4,3,0,5,0,2,0,5,6,['miedo'],negativo,pandemia,tristeza,0.75,tristeza
4432,GDLPost | el blog urbano |,2020-12-13 17:01:56,"“Nos genera ansiedad aquello que ni siquiera ha pasado, pero que en la mente nos bombardean escenas que pareciera hacerlo real. Como los síntomas ya tan mencionados del COVID-19” por 
@lauragarza",Navidad,Mexico,1,1,1,1,0,2,0,0,0,1,2,['tristeza'],negativo,ansiedad,miedo,0.594,miedo
4435,Sebastian JF,2020-12-13 16:07:55,Puta la wea no se que hacer con toda la ansiedad de ver el partido de la U me sudan las manos weon COVID QL XD,Navidad,Chile,1,1,1,0,0,1,0,0,1,1,1,"['miedo', 'ira', 'expectante', 'tristeza', 'depresion']",neutro,ansiedad,expectante,0.609,expectante
4436,Concejo de Bogotá,2020-12-13 15:48:27,"#EsNoticia | En Bogotá, el COVID-19 ha añadido al hogar miedo, estrés y ansiedad.

Comunicado de prensa HC 
@MariaClaraName
 

http://concejodebogota.gov.co/en-bogota-el-covid-19-ha-anadido-al-hogar-miedo-estres-y-ansiedad/cbogota/2020-12-13/101703.php…",Navidad,Colombia,2,1,2,0,1,1,0,0,0,1,3,"['miedo', 'expectante']",negativo,miedo,miedo,0.828,miedo
4441,Alex,2020-12-13 09:19:52,En verdad lo del puto covid me está dando una ansiedad social tremenda,Navidad,España,1,1,1,1,0,1,0,0,0,2,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",positivo,verdad,confianza,0.844,confianza
4445,Andrés González,2020-12-13 06:07:29,Cada vez que se me tapa la nariz entro en ansiedad porque pienso que recaí del covid.,Navidad,Venezuela,1,1,1,0,0,1,1,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza', 'repulsion']",negativo,ansiedad,miedo,0.594,miedo
4446,Margarita,2020-12-13 05:55:17,"Cuando no sabes si tus náuseas son covid, ansiedad o embarazo",Navidad,Venezuela,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4450,Juanito snow,2020-12-13 03:42:13,"Ya me dieron de alta, COVID negativo, parece que fue un ataque de pánico o ansiedad. To be honest, no entiendo ansiedad de qué, no me siento estresado.",Navidad,EEUU,4,3,2,0,0,3,0,0,0,0,5,['miedo'],negativo,ataque,ira,0.853,ira
4451,Noticias Oaxaca NVI,2020-12-13 03:00:00,"OMS pide a gobiernos del mundo a abrir diálogo con la población sobre las vacunas contra COVID-19
 | Exhortó a aclarar las preguntas legítimas ante la ansiedad y confusión sobre la futura vacunación

https://nvinoticias.com/nota/169536/oms-pide-gobiernos-del-mundo-abrir-dialogo-con-la-poblacion-sobre-las-vacunas-contra…",Navidad,Mexico,2,2,1,0,0,2,0,0,0,2,2,"['miedo', 'ira', 'tristeza']",neutro,confusión,miedo,0.733,miedo
4457,PSORIASIS PANAMÁ,2020-12-12 23:07:54,"A nuestra charla vía Zoom ""Ansiedad en tiempos de covid-19 y fiestas de fin de año"" entró un jacker con imágenes vulgares. No tenía idea que esto estaba ocurriendo en las charlas. Cancelada para próxima fecha, quedamos con un sentimiento de tristeza e impotencia.",Navidad,Panama,1,1,0,1,0,2,0,1,0,1,2,['tristeza'],negativo,tristeza,tristeza,0.864,tristeza
4461,𝓙𝓸𝓼𝓮 𝓡𝓪𝓶𝓸𝓷 𝓗𝓮𝓻𝓭𝓮𝔃,2020-12-12 22:34:56,"en su máximo esplendor en el corazón de la política mexicana, a las grabaciones eternas de LA VOZ en televisa, ahhhh a los ataques de ansiedad cuando iba en el kínder y mis papás no me querían comprar el coche de Jorge del salto, y ahora OBVIAMENTE el COVID me da idéntico ",Navidad,Mexico,1,2,2,0,1,1,0,1,0,2,1,"['ira', 'expectante']",positivo,esplendor,alegria,0.788,alegria
4467,Extra Colombia,2020-12-12 19:13:17,"Según análisis en Bogotá, el COVID-19 ha añadido al hogar miedo, estrés y ansiedad 
@MariaClaraName
 https://extra.com.co/649084?rs=660963344…",Navidad,Colombia,2,1,2,0,1,1,0,0,0,1,3,"['miedo', 'expectante']",negativo,miedo,miedo,0.828,miedo
4468,HSB Noticias,2020-12-12 19:13:09,"Según análisis en Bogotá, el COVID-19 ha añadido al hogar miedo, estrés y ansiedad 
@MariaClaraName
 https://hsbnoticias.com/649084?rs=590567519…",Navidad,Colombia,2,1,2,0,1,1,0,0,0,1,3,"['miedo', 'expectante']",negativo,miedo,miedo,0.828,miedo
4471,Nadieszda,2020-12-12 17:52:01,"Honestamente, depresión + ansiedad + PTSD + narcolepsia + mi hermano bien malo de covid + mis papás aterrados + trabajo intrapersonal + no poder ver amigos para respirar y asimilar poco a poquito el año + trabajo fuera del horario sí ha sido demasiado para digerir ",Navidad,Mexico,2,2,1,1,0,3,1,0,0,4,3,['tristeza'],positivo,hermano,confianza,0.648,confianza
4475,Machi Rucoba,2020-12-12 16:38:33,"No me da COVID pero si dolor de cabeza, fiebre, estrés, ansiedad, infección, y eso que a las justas salgo a comprar. ",Navidad,Peru,4,1,1,0,0,2,0,0,0,0,4,['miedo'],negativo,dolor,tristeza,0.859,tristeza
4477,wasabiandsoup,2020-12-12 15:54:45,"No te voy a un bar con mucha gente ni porque me paguen. La verdad que lo peor del covid es que no se como volver a ser una joven de 21 años, porque todas las situaciones sociales me están dando mucha ansiedad jsjdkdkskdnd ya me desacostumbre a la gente.",Navidad,Argentina,2,1,2,1,1,2,0,1,0,3,2,"['miedo', 'expectante', 'tristeza']",positivo,verdad,confianza,0.844,confianza
4478,Waleska Jungmann,2020-12-12 15:43:13,"Vieran que jodida es que no te caigan los resultados de la prueba de covid, aunque falten 6 horas para tu primer vuelo y uno con ansiedad.",Navidad,Argentina,1,1,1,1,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'confianza', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4480,Geek Sobre Ruedas #USGP,2020-12-12 15:33:26,"Excelente apreciación Laura, lo están haciendo muy bien. A costa de nuestra salud mental. No se que me ha dado más ansiedad este año: la cuarentena por Covid-19 o el tema de Red Bull - Perez, estoy casi seguro que la segunda opción.",Navidad,Republica Dominicana,2,1,1,2,0,2,0,2,0,4,3,"['miedo', 'confianza', 'tristeza', 'alegria']",positivo,seguro,confianza,0.688,confianza
4484,Fran Castellanos,2020-12-12 12:43:08,"Sigo procesando el fallecimiento del papá de mi paciente por COVID, separados en distintos hospitales, él ya se iba de alta sin oxígeno, llegando a 180 de FC en un ataque de ansiedad, alrededor la indiferencia de mis colegas meds y enfermeros, yo no pude irme...",Navidad,Mexico,4,3,2,0,0,3,1,0,0,1,4,['miedo'],negativo,ataque,ira,0.853,ira
4489,heykrystel,2020-12-12 08:42:33,"Es probable que termine el año sin Covid pero con un terrible problema de ansiedad, no se que es peor. ",Navidad,Ecuador,4,2,1,0,0,4,1,0,0,0,4,"['miedo', 'tristeza']",negativo,terrible,tristeza,0.797,tristeza
4492,ana,2020-12-12 08:07:18,Si el autobús va puto vacío porque se tienen que poner a tu laitoooo en tiempos de COVID!!!!???? Ansiedad,Navidad,España,0,0,0,0,0,0,1,0,0,0,1,['repulsion'],negativo,vacío,tristeza,0.727,tristeza
4494,Daniel,2020-12-12 06:59:33,"Tener momentos de depresión e ansiedad es normal cuando vives con vih y con esto del covid peor aun, debemos soltar todo gimotear gritar, romper el florero viejo de la abuela y respirar ",Navidad,Peru,3,3,1,0,2,4,0,0,1,1,4,['tristeza'],negativo,depresión,tristeza,0.925,tristeza
4497,Mateo,2020-12-12 04:48:36,"Diciembre me trajo covid, depresión y ansiedad. Que más le puedo pedir a la vida",Navidad,Colombia,1,1,2,0,0,2,0,0,0,0,2,"['expectante', 'tristeza']",negativo,depresión,tristeza,0.925,tristeza
4499,Paula Andrea Marquez,2020-12-12 04:17:58,La ansiedad y la depresión atacó a más personas en esta pandemia que el mismo covid.,Navidad,Colombia,2,1,1,0,0,3,0,0,0,0,3,['tristeza'],negativo,depresión,tristeza,0.925,tristeza
4501,Sara,2020-12-12 03:46:32,"siento que mi vida ya no volverá a ser como antes, siento que lo del covid será infinito, pensar en todo esto me da ansiedad",Navidad,España,1,1,2,1,0,1,0,1,1,1,1,['expectante'],neutro,ansiedad,expectante,0.609,expectante
4502,Fay Núñez de Aued,2020-12-12 03:22:22,"Tenía días sin leer mucho de covid pero debido a la situación? hoy he recibido mucha info y de una, dolor de cabeza, feeling de ansiedad  wao seguir cuidándonos ",Navidad,Panama,4,2,3,1,0,4,2,0,0,1,4,"['miedo', 'tristeza']",negativo,dolor,tristeza,0.859,tristeza
4506,*⋆ ᗩndrea vampiran't ⋆*,2020-12-12 01:38:47,LRT me alegro mucho pero me esta dando mucha ansiedad ahi hay mucho covid,Navidad,España,1,1,1,0,0,1,0,0,0,2,1,"['miedo', 'ira', 'expectante', 'tristeza']",positivo,ansiedad,expectante,0.609,expectante
4507,𝒕𝒛𝒆𝒕𝒛𝒂𝒓,2020-12-12 01:32:44,mis amigas me querran ver aún sabiendo que soy covid negative????? q ansiedad siento que no,Navidad,España,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4517,Mi hdez,2020-12-11 22:19:10,"Pues no me daría Covid, pero que tal los pinches ataques de ansiedad ",Navidad,Mexico,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4520,En Este País,2020-12-11 21:22:14,"#EEPEnVivo “Al mismo tiempo que las estadísticas de COVID-19 se disparan en el mundo, la población está sintiendo la fatiga de la pandemia, por el distanciamiento social, las mediad de confinamiento y el uso de tapabocas, todo esto genera estrés y ansiedad” 
@santiagobacci
  #11Dic",Navidad,Venezuela,3,2,1,0,0,3,0,0,1,1,5,"['miedo', 'tristeza']",negativo,pandemia,tristeza,0.75,tristeza
4521,Crónica.Uno,2020-12-11 21:00:55,"La #COVID_19 impuso un abrupto cambio en la rutina. Trastornos de sueño, ansiedad, frustración e impotencia combinados con la crisis política y económica del país hacen estragos en la #saludmental. El próximo #16Dic hablamos sobre el tema con 
@yorelisaco
 http://ow.ly/mujn50CJk9I",Navidad,Venezuela,4,5,1,1,1,2,0,0,0,2,6,['ira'],negativo,impotencia,tristeza,0.828,tristeza
4524,Jean,2020-12-11 19:40:08,Actualizacion: me duele el pecho . Tal vez sea covid o tal vez ansiedad. Nunca lo sabremos.,Navidad,Mexico,1,1,1,0,0,1,0,0,0,0,1,"['miedo', 'ira', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4526,SEP Tlaxcala,2020-12-11 18:51:00,"El Secretario de Educación Pública, 
@ElProfe_Floren
  informó que la dependencia estatal cuenta con una línea telefónica para brindar apoyo socioemocional, con el objetivo de combatir el estrés, miedo, ansiedad o depresión derivado de la pandemia por Covid-19.",Navidad,Mexico,3,1,3,3,1,3,0,0,0,2,5,"['miedo', 'expectante', 'confianza', 'tristeza']",negativo,depresión,tristeza,0.925,tristeza
4528,Gabriela Varas,2020-12-11 17:45:34,"Me levanté muy con el cuerpo cortado y obvio que mi ansiedad me dijo ""tienes covid y no podrás pasar navidad con tu familia""",Navidad,Chile,2,1,1,1,0,3,1,0,0,2,3,['tristeza'],negativo,cuerpo,repulsion,0.795,repulsion
4529,Mariajosé España,2020-12-11 17:39:14,"Nos interesa conocer cómo ha sido su proceso de recuperación si padeció de covid-19 y qué síntomas tiene todavía. Recuerde que las secuelas psicológicas y emocionales también son importante hablarlas (ansiedad, depresión, mal sueño, insomnio) 
@prensa_libre
 Comente aquí ",Navidad,Chile,2,2,1,1,0,3,1,0,0,2,4,['tristeza'],negativo,depresión,tristeza,0.925,tristeza
4531,M.I. Ledezma,2020-12-11 17:16:48,"¿Sabes quiénes vamos a pasarlas negras después de la cuarentena y una vez que termine todo el rollo covid? 

Exacto:los que padecemos ansiedad y fobia social. Así que están advertidos si hay alguna persona en su círculo que se resiste a salir y compartir con otras personas.",Navidad,Venezuela,2,1,2,1,1,2,0,1,1,1,2,"['miedo', 'expectante', 'tristeza']",negativo,ansiedad,miedo,0.594,miedo
4532,mo,2020-12-11 16:53:04,Que haya regresado a Quito no quiere decir que me quiero ver con todo el mundo de golpe porque aún existe el covid y mi ansiedad social incrementó en el encierro,Navidad,Ecuador,2,2,1,0,1,1,0,0,1,0,2,"['miedo', 'ira']",negativo,golpe,ira,0.803,ira
4541,AMPOS,2020-12-11 15:09:00,"Ya estamos con Guillermo Dalia. Nos cuenta qué le ha pasado al músico en tiempos de la #covid. La ansiedad ha aumentado entre los músicos de orquesta.

#ampos #inaem",Navidad,España,1,2,1,2,0,3,0,1,0,1,2,['tristeza'],negativo,ansiedad,miedo,0.594,miedo
